Property Name,Reported,Tax Parcel,Largest Property Type,Building Address,Zip,Reported Gross Floor Area (Sq Ft),Site EUI (Energy Use Intensity kBtu/ft²),ENERGY STAR Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Water Intensity (gal/sf),Onsite Renewable (kWh),User Submitted Info,User Submitted Link,Property Owner Name,Estimated Total GHG Emissions (kgCO2e),Reporting Compliance Status,First Emissions Compliance Year (Projected)
Dona Betsaida Gutierrez Cooperative: Centre-Creighton Apartments,Reported,1002038024,Multifamily Housing,11 Creighton St,2130,35503.0,72,38.0,,Multifamily Housing,2010.0,153,4.3,2557032.6,0.3958,0.642,,,,,,95.54,Not Available,Ground floor retail space (7078 sq. ft.) taken out of gross building square footage to get rid of areas not covered by utility accounts.,,,153000.0,submitted,
Blue Elm Apartments-6 Wayne Street,Reported,1202410000,Multifamily Housing,6 Wayne Street,2121,61335.0,66.1,89.0,,Multifamily Housing,1930.0,226.8,3.7,4053257,0.1674,0.8326,,,,,,58.29,Not Available,,,,226800.0,submitted,
Anna Bissonnette House: 1640 Washington Street,Reported,80448000,Multifamily Housing,1640 Washington Street,2118,22953.0,117.3,13.0,,Multifamily Housing,1997.0,153.4,6.7,2692571.1,0.227,0.773,,,,,,27.03,Not Available,Bedroom count is correct because it is a senior living home with SRO. ,,,153400.0,submitted,
"Mishawum Park: Bldgs 17, 18, and 20",Reported,202315000,Multifamily Housing,216 Main Street,2129,30425.0,49,98.0,,Multifamily Housing,1974.0,85.1,2.8,1489594.4,0.2348,0.7652,,,,,,47.62,Not Available,,,,85100.0,submitted,
Ruggles Assisted Living: 25 Ruggles Street,Reported,902453000,Multifamily Housing,25 Ruggles Street,2119,27516.0,62.1,66.0,,Multifamily Housing,2000.0,102.1,3.7,1707493.9,0.3924,0.676,,,,,,25.71,Not Available,Assisted living property so bedroom count is correct due to SRO. ,,,102100.0,submitted,
Lorenzo Pitts: 1 Gardner,Reported,903454000,Multifamily Housing,1 Gardner Street,2119,14292.0,104.6,30.0,,Multifamily Housing,1860.0,84.2,5.9,1494891.2,0.187,0.813,,,,,,Not Available,Not Available,,,,84200.0,submitted,
Commerce Apartments,Reported,1101302000,Multifamily Housing,3115 Washington Street,2130,26000.0,67.8,24.0,,Multifamily Housing,1940.0,101.4,3.9,1763411.3,0.2593,0.747,,,,,,48.62,Not Available,"According to Boston's tax assessor database, parcel id 1101302000 has a living area of 17,544 square feet. This building also has less than 50 units.",,,101400.0,submitted,
Roxse Homes: Camden and Northampton Street,Reported,901120000,Multifamily Housing,65 Camden Street,2118,61307.0,114.1,34.0,,Multifamily Housing,1974.0,390.9,6.4,6993135.9,0.1634,0.8366,,,,,,98.67,Not Available,,,,390900.0,submitted,
Sumner Hill House Condos: Sumner Hill House Condos,Reported,1901237000,Multifamily Housing,76 Elm Street,2130,95501.0,42.5,93.0,,Multifamily Housing,1985.0,239.3,2.5,4057871.6,0.3436,0.6564,,,,,,29.53,Not Available,"Double pane windows, Sonifil White Roof - Asphalt Roof and Slate Roof ---- Boiler upgraded in 2016",,,239300.0,submitted,
Julia Martin House: Julia Martin House,Reported,1002334010,Multifamily Housing,90 Bickford St,2130,44892.0,56.1,66.0,,Multifamily Housing,2006.0,149.3,3.3,2520479.3,0.3597,0.643,,,,,,Not Available,Not Available,Hot water is electrically heated - changed to gas to see benchmarks,,,149300.0,submitted,
75 Amory: 75 Amory Avenue,Reported,1101200015,Multifamily Housing,75 Amory Avenue,2119,48855.0,34.6,92.0,,Multifamily Housing,2016.0,107.1,2.2,1692017.3,0.5975,0.425,,,,,,Not Available,Not Available,,,,107100.0,submitted,
Zelma Lacey Assisted Living: 9 West School St,Reported,202350000,Multifamily Housing,9 W School St,2129,39384.0,86.7,21.0,,Multifamily Housing,2004.0,205.3,5.2,3415535.9,0.415,0.5895,,,,,,44.86,Not Available,,,,205300.0,submitted,
Charlesview Residences - Compliance,Reported,2200862010,Multifamily Housing,400 Western Avenue,2135,211834.0,70.4,60.0,,Multifamily Housing,2013.0,914.2,4.3,14919812.4,0.4794,0.526,,,,,,27.66,Not Available,,,,914200.0,submitted,
Hearth at Olmstead Green: 2 Kingbird Road,Voluntary,1405196900,Multifamily Housing,305 American Legion Hwy,2124,59580.0,39,83.0,,Multifamily Housing,2012.0,141.5,2.4,2325401.4,0.4549,0.5451,,,,,,16.36,Not Available,Used 582.5 SF per apartment per the average of range 540-625 found on Peabody's site.  Gross SF comes from press release about the groundbreaking.,,,141500.0,submitted,
MPDC - Brookledge Cummins: 60 Brookledge Street,Reported,1202311000,Multifamily Housing,60 Brookledge St,2121,32503.0,100.8,51.0,,Multifamily Housing,2008.0,181.2,5.6,3277770.2,0.1279,0.8721,,,,,,57.59,Not Available,,,,181200.0,submitted,
Van Ness Terrace,Reported,1200280000,Multifamily Housing,238 Warren Street,2119,66383.0,44.1,93.0,,Multifamily Housing,1925.0,167.2,2.5,2927019.5,0.2348,0.7652,,,,,,Not Available,Not Available,This property consists of 6 connected buildings. Service addresses 238 through 248 Warren Street. ,,,167200.0,submitted,
Whittier Place Condominium,Reported,300450000,Multifamily Housing,6 Whittier Place,2114,696351.0,45,92.0,,Multifamily Housing,2001.0,1833,2.6,31366729.6,0.3129,0.6871,,,,,,30.05,Not Available,,,,1833000.0,submitted,
One Financial Center,Reported,304285000,Office,One Financial Center,2111,1284680.3,48.8,62.0,"2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007","Fast Food Restaurant, Office, Parking",1984.0,4153.4,3.4,59222635,1.0,,,,,,,10.6,Not Available,"Eversource portal Bldg ID 5196
3 meters:  1FL, 26 and BLANK  - all at 675 Atlantic, zip code 02111
Who are these? Why do the register just 200,000 kWh / month? 

Eversource portal Bldg ID 5197
BLANK - at 675 Atlantic, zip 02110  is this the big guy? 

total of four meters

",,,4153400.0,submitted,
20 Custom House,Reported,303998000,Office,20 Custom House,2110,96032.0,99.5,32.0,,Office,1984.0,670.2,7,9555609.9,1.0,,,,,,,16.44,Not Available,"Water Meter # 0811;0385;0803
Water Acct # 114039001;114046001;114106000


",,,670200.0,submitted,
21 Custom House,Reported,303988000,Office,21 Custom House Street,2210,135746.0,65.3,56.0,,"Office, Parking",1984.0,481.7,4.6,6869058.7,1.0,,,,,,,8.66,Not Available,,,,481700.0,submitted,
45 Milk Street,Reported,304662000,Office,45 Milk Street,2110,82925.0,47.2,75.0,"2020, 2019, 2018, 2017","Adult Education, Office",1893.0,250,3,3914067.4,0.632,0.368,,,,,,3.05,Not Available,,,,250000.0,submitted,
Alan Issokson,Reported,1600667000,Residence Hall/Dormitory,1524-1530 Dorchester Ave.,2122,43303.0,10.3,100.0,,"Residence Hall/Dormitory, Retail Store",1930.0,23.8,0.5,447410.9,,1.0,,,,,,14.71,Not Available,,,,23800.0,submitted,
699 Boylston St,Reported,501397000,Office,699 Boylston St,2116,211351.0,49.1,66.0,"2020, 2019, 2017, 2016","Bank Branch, Office, Other, Retail Store",1983.0,728.1,3.4,10381391.8,1.0,,,,,,,8.43,Not Available,,,,728100.0,submitted,
Doubletree Club Hotel Boston Bayside,Submitted with possible data errors,03448-000,Hotel,240 Mt. Vernon Street,2125,91000.0,Not Available,,,Hotel,1999.0,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,no contextual info will be disclosed in the first year.,,,,submitted,
101 Tremont,Reported,304717000,Office,101 Tremont Street,2108,75285.0,64.3,70.0,,Office,1901.0,288.5,3.8,4841608.9,0.386,0.6194,,,,,,10.17,Not Available,"major renovations in 2015, first CY of continuous operations was CY-2015

3 ground floor restaurants energy and GFA were removed. ",,,288500.0,submitted,
Eleven West,Reported,0600055010 060006100,Multifamily Housing,11 West Broadway,2127,123163.0,13.7,100.0,,"Multifamily Housing, Other - Restaurant/Bar, Parking",2013.0,86.1,0.8,1477640.5,0.326,0.6974,,,,,,17.9,Not Available,Property has an average monthly occupancy of 90% for 2015,,,86100.0,submitted,
Orchard Gardens,Reported,802195020,Multifamily Housing,25 Ambrose Street,2481,64000.0,62.9,38.0,,Multifamily Housing,2000.0,228.4,3.6,4025834.7,0.2129,0.7871,,,,,,34.68,Not Available,,,,228400.0,submitted,
455-465 Geneva Ave.,Reported,1702239000,Multifamily Housing,455 Geneva Ave,2122,32852.0,58.7,58.0,,Multifamily Housing,2012.0,113.9,3.5,1928095.9,0.3493,0.657,,,,,,44.48,Not Available,,,,113900.0,submitted,
Trinity Mattapan Heights 5,Reported,1800113800,Multifamily Housing,229A River St,2126,74698.0,54.4,68.0,,Multifamily Housing,2012.0,242.5,3.2,4061046.6,0.3884,0.6116,,,,,,Not Available,Not Available,Property is on a land lease through Boston Public Health so the water is sub-metered.  Customer does not have Boston Water and sewer invoices.  They manage their usage by manually reading the meter monthly via pictures.  ,,,242500.0,submitted,
Loews Boston Hotel,Reported,401117000,Hotel,350 Stuart Street,2116,172000.0,81.6,72.0,,Hotel,2004.0,859,5,14030753.2,0.4764,0.5236,,,,,,19.24,Not Available,,,,859000.0,submitted,
Maverick Landing I,Reported,105609010,Multifamily Housing,3 - 17 New Street,2128,144009.0,93,82.0,,Multifamily Housing,2004.0,748,5.2,13390760.3,0.1615,0.8385,,,,,,7.27,Not Available,,,,748000.0,submitted,
Washington Beech - 4560 WASHINGTON ST,Reported,1806017110,Multifamily Housing,4560 WASHINGTON ST,2131,79766.0,42.2,95.0,,Multifamily Housing,2010.0,200.9,2.5,3366515.3,0.3863,0.6137,,,,,,43.64,Not Available,,,,200900.0,submitted,
Trinity Franklin Hill Phase One LP,Reported,1404238010,Multifamily Housing,99-113 Shandon Road,2124,75462.0,117,21.0,,Multifamily Housing,2008.0,506.9,6.7,8826506,0.2537,0.7463,,,,,,77.8,Not Available,,,,506900.0,submitted,
Maverick Landing II,Reported,105402010,Multifamily Housing,115 Sumner Street,2128,98784.0,58.2,91.0,,Multifamily Housing,2005.0,330.5,3.3,5751972.5,0.2553,0.7447,,,,,,49.65,Not Available,,,,330500.0,submitted,
Trinity Foley,Reported,1800113100,Multifamily Housing,249 River Street,2126,125000.0,54.3,35.0,,Multifamily Housing,1900.0,403.1,3.2,6790557.5,0.3669,0.6331,,,,,,Not Available,Not Available,Water is paid through Boston Public Health.,,,403100.0,submitted,
Ridgecrest Green (dr77),Reported,1812339010,Multifamily Housing,110 Edgemere Rd,2132,210954.0,48.6,87.0,,"Heated Swimming Pool, Multifamily Housing, Parking",1970.0,493.5,2.9,8299675.7,0.3728,0.6272,,,,,,39.44,Not Available,,,,493500.0,submitted,
Leon Victor J TS,Submitted with possible data errors,1201139000,Enclosed Mall,330 Martin Luther King Blvd,2119,1000000.0,Not Available,,,"Enclosed Mall, Parking",1965.0,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,,,,,submitted,
Ridgecrest Terrace (rg99),Reported,2012112000,Multifamily Housing,14 Ridgecrest Ter,2132,338658.0,35.2,100.0,,"Heated Swimming Pool, Multifamily Housing",1982.0,785.2,2.3,11930027.7,0.2273,0.3538,,0.4189,,,,19.02,Not Available,,,,785200.0,submitted,
JOKAM,Submitted with possible data errors,1602618000,Office,74 Lawley Street,2122,45724.0,Not Available,,,Office,1935.0,Not Available,Not Available,Not Available,,,,,,,,128.96,Not Available,,,,,submitted,
Tenean Properties,Reported,1602580000,Office,60 Tenean Street,2122,48399.0,42.5,92.0,,Office,1968.0,120,2.5,2056188,0.374,0.6926,,,,,,42.53,Not Available,,,,120000.0,submitted,
Trinity Border Street LLC (Boston East),Reported,105413010,Multifamily Housing,126 Border Street,2128,203508.0,39.4,94.0,,Multifamily Housing,2018.0,484.1,2.4,8020330.9,0.4254,0.5746,,,,,,23.99,Not Available,,,,484100.0,submitted,
Riverway Plaza,Reported,1704030000,Strip Mall,84-100 River St,2126,62445.0,53.3,,,"Parking, Strip Mall",1980.0,217.8,3.5,3325480.7,0.727,0.273,,,,,,9.35,Not Available,"Weekly Operating Hours, Number of Workers on Main Shift, Number of Computers are all estimates",,,217800.0,submitted,
The Carruth - Commercial,Reported,1604854012;1604854020,Multifamily Housing,1900 -1918 DORCHESTER Ave,2122,186139.0,69.3,17.0,,Multifamily Housing,2006.0,754.2,4.1,12905590.7,0.3129,0.6871,,,,,,37.73,Not Available,Additional Boston Assessing Parcel ID = 1604854020,,,754200.0,submitted,
Mission Park Apartments,Reported,1000290000,Multifamily Housing,15-37 St Albams Rd,2115,786880.0,97.8,26.0,,Multifamily Housing,1975.0,4422.4,5.6,76969786.4,0.2552,0.7448,,,,,,49.89,Not Available,,,,4422400.0,submitted,
Franciscan Monastery of St Clare,Submitted with possible data errors,1902805000,Other - Lodging/Residential,920 Centre St,2130,64400.0,Not Available,,,"Other - Lodging/Residential, Parking",1906.0,Not Available,Not Available,Not Available,,,,,,,,4.16,Not Available,,,,,submitted,
31 Milk Street,Reported,304642004,Office,31 Milk Street,2109,104720.0,70.2,79.0,,Office,1923.0,436.2,4.2,7350442.4,0.3664,0.6336,,,,,,4.15,Not Available,,,,436200.0,submitted,
268 Summer Street,Reported,602700000,Office,268 Summer Street,2210,73577.0,35.8,82.0,,Office,1898.0,185,2.5,2637653.5,1.0,,,,,,,6.43,Not Available,,,,185000.0,submitted,
285 Summer Street,Reported,602705000,Office,285 Summer Street,2210,57770.0,42.9,76.0,,"Office, Parking",1903.0,144.9,2.9,2115118.3,0.95,0.95,,,,,,4.15,Not Available,,,,144900.0,submitted,
24 Federal Street,Reported,304672000,Office,24 Federal Street,2110,73686.0,69.3,65.0,,Office,1921.0,321.8,4.4,5106991.1,0.5817,0.4183,,,,,,2.11,Not Available,,,,321800.0,submitted,
3 PO Square,Reported,304673000,Office,79 Milk Street,2110,64879.0,102.5,49.0,,Office,1905.0,396.5,6.1,6650364.5,0.3826,0.6174,,,,,,17.91,Not Available,,,,396500.0,submitted,
Fenway Triangle Trilogy,Reported,2100051014,Multifamily Housing,180 Brookline Ave,2115,776441.0,69.5,28.0,,"Bank Branch, Fast Food Restaurant, Multifamily Housing, Other, Other - Restaurant/Bar, Parking, Restaurant, Retail Store",2006.0,2308.9,4.5,36020144.8,0.6455,0.3545,,,,,,28.68,Not Available,Parcel ID 2100051014,,,2308900.0,submitted,
745 Atlantic Ave,Reported,305355000,Office,745 Atlantic Ave,2111,243801.0,55.5,88.0,"2020, 2019, 2018, 2017, 2016, 2015","Office, Parking",1988.0,756.4,3.9,10785621.7,1.0,,,,,,,2.09,Not Available,,,,756400.0,submitted,
100 Monmouth St LLC,Reported,2100115000,Parking,142-146 St Mary's St,2215,47904.0,4.3,,,Parking,1920.0,14.4,0.3,205061.2,1.0,,,,,,,0,Not Available,,,,14400.0,submitted,
745,Reported,503207100,Office,745 Boylston Street,2116,120496.0,76.4,,,"Office, Parking, Restaurant, Retail Store, Self-Storage Facility",1988.0,538.6,4.8,8568499.8,0.5726,0.4274,,,,,,15.96,Not Available,,,,538600.0,submitted,
"J.C. Cannistraro, LLC",Reported,602674085,Manufacturing/Industrial Plant,25 Fid Kennedy Avenue,2210,157000.0,55.1,,,Manufacturing/Industrial Plant,1940.0,511.6,3.3,8645792.8,0.3558,0.6442,,,,,,0.8,Not Available,,,,511600.0,submitted,
Hebrew Rehabilitation Center,Reported,2005206000,Hospital (General Medical & Surgical),1200 Centre St,2131,445000.0,1189.6,1.0,,"Hospital (General Medical & Surgical), Parking",1963.0,26947.2,64.2,499650417.8,0.478,0.952,,,,,0.1742,36.07,Not Available,,,,26947200.0,submitted,
BE Realty,Reported,304206000,Office,133 Federal St,2110,127689.0,84.4,78.0,,"Office, Restaurant",1960.0,723,5.7,10773424.2,0.1917,,0.883,,,,,3.21,Not Available,,,,723000.0,submitted,
Lincoln Plaza: 66 Lincoln Street,Reported,304304100,Multifamily Housing,66 Lincoln Street,2111,121500.0,75.8,10.0,,Multifamily Housing,1950.0,591.3,4.9,9209344.2,0.6521,0.3479,,,,,,Not Available,Not Available,,,,591300.0,submitted,
Commonwealth Park Condo: 1427 Commonwealth Avenue,Reported,2101110000,Multifamily Housing,1427 Commonwealth Avenue,2135,103823.0,65.9,50.0,,Multifamily Housing,1985.0,423.1,4.1,6846617.6,0.51,0.49,,,,,,Not Available,Not Available,Building characteristics estimated! ,,,423100.0,submitted,
San Marco/Lincoln Wharf Condominium Trust: Lincoln Wharf,Reported,303039000,Multifamily Housing,357 Commercial Street,2109,256779.0,36.9,97.0,,Multifamily Housing,1987.0,682.1,2.7,9484426.9,0.5611,,,0.4389,,,,Not Available,Not Available,"Note on sheet: ""Oil is used for central heat, but no oil meter. Oil Co is P.E.N",,,682100.0,submitted,
Parris Landing Condominium Trust: 42 8th Street,Reported,203506010,Multifamily Housing,42 8th Street,2129,320568.0,64.7,82.0,,Multifamily Housing,1979.0,1200.5,3.7,20754363.9,0.2778,0.7222,,,,,,Not Available,Not Available,,,,1200500.0,submitted,
Flagship Wharf Condominium: 197 8th Street,Reported,203505100,Multifamily Housing,197 8th Street,2129,590000.0,51.1,32.0,,Multifamily Housing,1989.0,1870.9,3.2,30147556.6,0.5255,0.4745,,,,,,Not Available,Not Available, ,,,1870900.0,submitted,
Basilica Leasehold Condominium Trust: Basilica Condominium,Reported,203510175,Multifamily Housing,106 13th Street,2129,80000.0,80.5,88.0,,Multifamily Housing,1986.0,383.6,4.8,6437711,0.3799,0.621,,,,,,Not Available,Not Available,SIXTEENTH ST on CBL. Gross Sqaure footage estimated. ,,,383600.0,submitted,
Union Wharf Condominiums,Reported,303038200,Multifamily Housing,343 Commercial Street,2109,236724.0,29.7,87.0,2020,"Heated Swimming Pool, Multifamily Housing, Office, Parking",1978.0,438.4,2,6638892.5,0.7597,0.243,,,,,,0.99,Not Available,"Eversource portal credential needed to obtain aggregated monthly electric usage

",,,438400.0,submitted,
U-Haul Storage at Rusfield St (837054/837065),Reported,800969000,Self-Storage Facility,15 Rusfield,2118,127500.0,13.3,,,Self-Storage Facility,1920.0,105.6,0.8,1693305,0.5436,0.4564,,,,,,3.6,Not Available,,,,105600.0,submitted,
One Bowdoin Square,Reported,302621000,Office,One Bowdoin Square,2114,164697.0,53.7,76.0,"2020, 2019, 2018, 2017, 2016, 2015","Office, Parking",1972.0,525,3.4,8394776,0.5539,0.4461,,,,,,6.53,Not Available,"The month of April had an adjustment of -7782...  we took that off of the following month (May)
that is why April shows zero consumption.

LPC hired property a firm to measure the GFA of the property which resulted in higher numbers. Previously, commmon areas were not accounted for. ",,,525000.0,submitted,
Saint John Paul II Catholic Academy,Reported,1602169000,K-12 School,239 Neponset Ave,2122,60000.0,39,70.0,,K-12 School,2008.0,137.4,2.3,2342311.2,0.3252,0.6748,,,,,,4.93,Not Available,,,,137400.0,submitted,
Saint John Paul II Catholic Academy,Reported,1703589000,K-12 School,2214-2224 Dorchester Ave,2124,61000.0,11.4,98.0,,K-12 School,2015.0,48.8,0.8,696453,1.0,,,,,,,4.64,Not Available,,,,48800.0,submitted,
Saint John Paul II Catholic Academy,Reported,703079000,K-12 School,796 Columbia Road,2125,60000.0,47.2,59.0,,K-12 School,2008.0,165.3,2.8,2830902.4,0.31,0.69,,,,,,8.75,Not Available,,,,165300.0,submitted,
Prime Storage Traveler St,Reported,306575000,Self-Storage Facility,33 Traveler St,2118,53312.0,20.2,,,Self-Storage Facility,1910.0,65.5,1.2,1074273.3,0.4621,0.5379,,,,,,1.35,Not Available,,,,65500.0,submitted,
