BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),BERDO Emissions Gross Floor Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Total Site Energy Usage (kBtu),Energy Star Score,Site EUI (Energy Use Intensity kBtu/ft²),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft²),Estimated Total GHG Emissions e(kgCO2e),Reporting Compliance Status,First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
100112,601166060,300 A STREET LLC,288-304 A St,Boston,2127.0,288  304 A St,Boston,2127.0,125031.0,,125031.0,Office,Office (125031),6179667.6,81.0,49.4,3067889.5,162935.611,912010.0,177440.666,,,,,,,,,,,,,,,,,,,,,,1.72,340376.277,in compliance,2025.0,No,No,No,Yes,No,No,,
100113,401160000,300 MASS AVE LLC,300 Massachusetts Ave,Boston,2115.0,247 Huntington Av,Boston,2115.0,102863.0,,102863.0,College/University,College/University (102863),2973255.7,,28.9,,,871411.4,169541.802,,,,,,,,,,,,,,,,,,,,,,,169541.802,in compliance,2025.0,No,No,No,Yes,No,No,C10059,"This building is reported as part of a campus in Energy Star Portfolio Manager, so this row may not reflect the full building’s energy and water use. See the Campus ID at the bottom of the spreadsheet for total campus usage."
100114,600480000,301 WEST BROADWAY CONDOMINIUM TRUST,301-305 W Broadway,Boston,2127.0,247  251 D St,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100115,900879000,31 HEATH STREET REALTY PARTNERS LLC,1759-1763 Washington St,Boston,2118.0,631 631A Massachusetts Av,Boston,2118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100116,602763010,311 SUMNER AVENUE INC,311-319 Summer St,Boston,2127.0,323  329 A St,Boston,2127.0,63937.0,,63937.0,Office,Office (63937),1896601.8,,29.7,694292.3,36873.864,352376.8,68558.43,,,,,,,,,,,,,,,,,,,,,,2.5,105432.294,in compliance,2025.0,No,No,No,No,No,No,,
100117,2001397000,317 BELGRADE LLC,317-325 Belgrade Ave,Boston,2131.0,317 Belgrade Av,Boston,2131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100118,602761100,319 A STREET CONDOMINIUM TRUST,,Boston,2210.0,319 A St,Boston,2210.0,22833.0,,22833.0,Multifamily Housing,"Restaurant (1500),Multifamily Housing (21333)",1772904.5,14.0,77.6,10900.0,578.899,516414.0,100473.508,,,,,,,,,,,,,,,,,,,,,,55.56,101052.407,in compliance,2025.0,Unsure,No,No,No,No,No,,
100119,1102013000,3193 WASHINGTON DEVELOPMENT LLC,3193-3201 Washington St,Boston,2130.0,3193  3201 Washington St,Boston,2130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100120,202160000,GWL DIRECT 32 CAMBRIDGE LLC,34 Cambridge St,Boston,2129.0,572 Rutherford Av,Boston,2129.0,141138.0,,141138.0,Multifamily Housing,"Multifamily Housing (141138),Parking (34800)",5314057.2,76.0,37.7,1058853.0,56235.683,1247129.0,242641.418,,,,,,,,,,,,,,,,,,,,,,27.87,298877.101,in compliance,2025.0,Unsure,,No,No,No,Yes,,
100121,600023000,32-42 WB REALTY TRUST,36-42 W Broadway,Boston,2127.0,36  42 W Broadway,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100122,104128000,320 MAVERICK PLACE CONDOMINIUM  TRUST,320 Maverick St,Boston,2128.0,320 Maverick St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100123,1102371010,3200 WASHINGTON STREET PRIMARY CONDOMINIUM TRUST,,Boston,2130.0,3190  3204 Washington St,Boston,2130.0,107000.0,12700.0,119700.0,Multifamily Housing,"Restaurant (2588),Multifamily Housing (103352),Office (1060),Parking (12700)",2828152.7,95.0,26.4,81977.0,4353.798,765696.0,148973.814,,,,,,,,,,,,,,,,,,,,,,17.62,153327.612,pending revisions,2025.0,No,No,No,Yes,No,Yes,,
100124,304721000,333 WASHINGTON STREET,315-333 Washington St,Boston,2108.0,315  345 Washington St,Boston,2108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100125,1102589000,DAH JAMAICA PLAIN LLC,3385-3389 Washington St,Boston,2130.0,3383 - 3389R Washington St,Boston,2130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100126,601727000,340 WEST SECOND STREET CONDOMINIUM TRUST,340 W Second St,Boston,2127.0,340 W Second St,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100127,306337000,345 HARRISON LLC,335-347 Harrison Ave,Boston,2118.0,345 Harrison Av,Boston,2118.0,612131.0,,612131.0,Multifamily Housing,"Multifamily Housing (577290),Parking (96108),Retail Store (34841)",46172222.3,27.0,75.4,22715630.3,1206427.125,6874733.9,1337548.228,,,,,,,,,,,,,,,,,,,,,,24.74,2543975.353,in compliance,2025.0,No,No,No,Yes,No,Yes,,
100130,601723000,360 WEST SECOND STREET,360 W Second St,Boston,2127.0,360 W Second St,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100132,2203328100,361 ASSOCIATION,361 Faneuil St,Boston,2135.0,361 Faneuil St,Boston,2135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100133,602653010,370 CONGRESS STREET LLC,,Boston,2210.0,368 Congress St,Boston,2210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100135,700014000,371 SMILEY DORCHESTER LLC,385 Dorchester Ave,Boston,2127.0,371  393 Dorchester Av,Boston,2127.0,149105.0,,149105.0,Non-Refrigerated Warehouse,"Personal Services (Health/Beauty, Dry Cleaning, etc) (22128),Food Sales (16578),Office (23205),Non-Refrigerated Warehouse (87194)",5782418.9,,38.8,4043499.9,214750.28,509648.0,99157.115,,,,,,,,,,,,,,,,,,,,,,8.33,313907.395,in compliance,2025.0,No,No,No,No,No,No,,
100137,501164000,376 BOYLSTON STREET REALTY  LLC,372-378 Boylston St,Boston,2116.0,372  378 Boylston St,Boston,2116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100141,1807731000,38 LYME STREET REALTY LLC,942 Hyde Park Ave,Boston,2136.0,942 Hyde Park Av,Boston,2136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100142,1807731000,38 LYME STREET REALTY LLC,950 Hyde Park Ave,Boston,2136.0,942 Hyde Park Av,Boston,2136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100144,2202371000,388 MARKET STREET LLC,386-388 Market St,Boston,2135.0,386  388 Market St,Boston,2135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100145,2009180010,391 EAST CENTRAL LLC,1208B VFW Pkwy,Boston,2132.0,1208 B Vfw Pw,Boston,2132.0,37000.0,,37000.0,Office,Office (37000),2585389.0,58.0,69.9,1160299.0,61623.48,417670.0,81261.875,,,,,,,,,,,,,,,,,,,,,,1040.42,142885.355,in compliance,2025.0,Unsure,No,No,No,No,No,,
100146,602642060,KRE 399 CONGRESS OWNER LLC,399 Congress St,Boston,2210.0,399 Congress St,Boston,2210.0,481242.0,104003.0,585245.0,Multifamily Housing,"Multifamily Housing (481242),Parking (104003)",14624324.3,95.0,30.4,2181262.2,115846.835,3646852.9,709531.7,,,,,,,,,,,,,,,,,,,,,,22.0,825378.535,in compliance,2025.0,No,No,No,No,No,No,,
100147,304736000,399 WASHINGTON LLC,395-403 Washington St,Boston,2108.0,403  395 Washington St,Boston,2108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100149,303830000,4 LIBERTY MA LLC,99-107 Water St,Boston,2109.0,4 Liberty Sq,Boston,2109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100150,303824000,40 BROAD STREET OWNER INC,36-44 Broad St,Boston,2109.0,36  44 Broad St,Boston,2109.0,309915.0,,309915.0,Office,"Restaurant (5559),Office (304356)",18930425.3,52.0,61.1,,,4242545.6,825429.672,,,,,,4454859.8,263282.214,,,,,,,,,,,,,,,8.4,1088711.886,in compliance,2025.0,No,No,No,Yes,No,No,,
100151,602757060,40 CHANNEL CENTER STREET BOSTON LLC,239-241 A St,Boston,2127.0,40 Channel Center St,Boston,2127.0,26400.0,,26400.0,Office,"Restaurant (8000),Office (18400)",179361.9,,6.8,85439.2,4537.676,27527.2,5355.692,,,,,,,,,,,,,,,,,,,,,,1.88,9893.368,in compliance,2030.0,Unsure,No,No,No,No,No,,
100152,801022003,40 NEWMARKET SQUARE LLC,40 Newmarket Sq,Boston,2118.0,40 Newmarket Sq,Boston,2118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100153,2200102000,400 SOLDIERS FIELD RD,400 Soldiers Field Rd,Boston,2134.0,400 Soldiers Field Rd,Boston,2134.0,257392.0,,257392.0,Hotel,"Hotel (257392),Parking (99439)",13797588.8,71.0,53.6,3701050.2,196562.776,2959126.2,757536.307,,,,,,,,,,,,,,,,,,,,,,51.42,954099.083,in compliance,2025.0,No,No,No,Yes,No,No,,
100154,503638000,403 MARLBOROUGH ST CONDO TR,401 Marlborough St,Boston,2115.0,401  403 Marlborough St,Boston,2115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100155,401737000,409 HUNTINGTON LLC,409 Huntington Ave,Boston,2115.0,409 Huntington Av,Boston,2115.0,39275.0,,39275.0,Multifamily Housing,Multifamily Housing (39275),,,,,,181961.0,35402.332,,,,,,,,2787214.0,204860.229,,,,,,,,,,,,,56.08,240262.561,pending revisions,2025.0,No,No,No,No,No,No,,
100158,601153000,410 WEST BROADWAY CONDOMINIUM TRUST,410-410A W Broadway,Boston,2127.0,410 W Broadway,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100159,104196100,413-419 BREMEN STREET LLC,,Boston,2128.0,355 Bennington St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,A request for reassessment of building size is under review by the Boston Assessing Department. Final BERDO coverage status remains contingent upon the outcome.
100160,501234000,419 BOYLSTON STREET REALTY LLC,415-421 Boylston St,Boston,2116.0,419 Boylston St,Boston,2116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100162,503852000,421-423 MARLBOROUGH STREET,421-423 Marlborough St,Boston,2115.0,421  423 Marlborough St,Boston,2115.0,20933.0,,20933.0,Multifamily Housing,"Multifamily Housing (19647),Bar/Nightclub (1286)",2027390.2,,96.9,1451100.0,77067.921,168901.0,32861.379,,,,,,,,,,,,,,,,,,,,,,36.32,109929.3,in compliance,2030.0,Unsure,No,No,No,No,No,,
100165,600134000,43 SILVER STREET LLC,39 A St,Boston,2127.0,39 A St,Boston,2127.0,24672.0,2600.0,27272.0,Multifamily Housing,"Multifamily Housing (24672),Parking (2600)",847811.0,100.0,34.4,504400.0,26788.684,100648.0,19582.075,,,,,,,,,,,,,,,,,,,,,,19.05,46370.759,in compliance,2030.0,Unsure,No,No,No,No,No,,
100166,302347000,44 PRINCE STREET CONDOMINIUM TRUST,44 Prince St,Boston,2113.0,44 Prince St,Boston,2113.0,56038.0,20000.0,76038.0,Multifamily Housing,"Multifamily Housing (56038),Parking (20000)",3571530.9,73.0,63.7,2035800.0,108121.338,450097.0,87570.872,,,,,,,,,,,,,,,,,,,,,,24.19,195692.21,in compliance,2025.0,Unsure,No,No,No,No,No,,
100167,603470010,45 L STREET LLC,45-47 L St,Boston,2127.0,45 R L St,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100168,304705000,45 PROVINCE CONDOMINUM,45 Province St,Boston,2108.0,27  47 Province St,Boston,2108.0,206590.0,69029.0,275619.0,Multifamily Housing,"Restaurant (3997),Pre-school/Daycare (6886),Multifamily Housing (195707),Swimming Pool (0),Parking (69029)",16765317.7,20.0,81.2,8532400.1,453155.769,2412930.1,469459.68,,,,,,,,,,,,,,,,,,,,,,30.55,922615.449,in compliance,2025.0,Unsure,No,No,No,No,No,,
100169,2008902000,45 SPRING STREET LLC,,Boston,2132.0,45 Spring St,Boston,2132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100170,503866000,451 MARLBOROUGH CONDOMINIUM TRUST,451 Marlborough St,Boston,2115.0,451 Marlborough St,Boston,2115.0,22452.0,3000.0,25452.0,Multifamily Housing,"Multifamily Housing (22452),Parking (3000)",741942.4,,33.0,273700.0,14536.207,137234.0,26700.247,,,,,,,,,,,,,,,,,,,,,,8.25,41236.454,in compliance,2030.0,Unsure,No,No,No,No,No,,
100171,801138000,46 PPLYMPTON ACQUISITION LLC,61-63 Wareham St,Boston,2118.0,61  63 Wareham St,Boston,2118.0,28600.0,,28600.0,Office,Office (28600),719201.1,100.0,25.1,54400.0,2889.184,4525.0,880.384,,,,,,,,,,649361.8,48189.139,,,,,,,,,,,7.53,51958.707,pending revisions,2030.0,Yes,No,No,No,No,No,,
100172,801108000,FACTORY AT 46 WAREHAM STREET CONDOMINIUM TRUST,46-76 Wareham St,Boston,2118.0,46 Wareham St,Boston,2118.0,56112.0,13450.0,69562.0,Other,"Multifamily Housing (25980),Parking (15750),Other (30132)",2762858.8,,49.2,1196901.0,63567.412,458956.0,89294.479,,,,,,,,,,,,,,,,,,,,,,12.31,152861.891,in compliance,2030.0,Unsure,No,No,No,No,No,,
100173,401056000,47 HUNTINGTON OWNER LLC,47-51 Huntington Ave,Boston,2116.0,47  51 Huntington Av,Boston,2116.0,94000.0,,94000.0,Hotel,Hotel (94000),8861210.4,21.0,94.3,5038464.0,267592.823,1120382.9,217981.697,,,,,,,,,,,,,,,,,,,,,,44.05,485574.52,in compliance,2025.0,No,No,No,Yes,No,No,,
100174,503899000,475 COMMONWEALTH LLC,475 Commonwealth Ave,Boston,2215.0,475 Commonwealth Av,Boston,2215.0,45976.0,,45976.0,Multifamily Housing,"Multifamily Housing (38650),Office (7326)",1807749.4,94.0,39.3,932325.8,49515.823,256572.0,49918.648,,,,,,,,,,,,,,,,,,,,,,22.43,99434.471,in compliance,2025.0,No,No,No,No,No,No,,
100175,101660001,MASSACHUSETTS PORT AUTHORITY,,Boston,2128.0,Wm F Mcclellan Hw,Boston,2128.0,140980.0,,140980.0,Distribution Center,"Distribution Center (80980),Office (60000)",,,,,,1047710.9,203842.633,,,,,,,,,,,,,,,,,,,,,,2.19,203842.633,state,2025.0,,,,,,,,
100176,503690000,486- 488 BEACON STREET,486 Beacon St,Boston,2115.0,486  488 Beacon St,Boston,2115.0,13872.0,,13872.0,Multifamily Housing,Multifamily Housing (13872),1016127.5,,73.3,300.0,15.933,71117.0,13836.524,,,,,,,,,,685128.6,50843.393,,,,,,,,,,,3.69,64695.85,in compliance,2030.0,Unsure,No,No,No,No,No,,
100177,700176000,488 DOT CONDOMINIUM TRUST,486-490 Dorchester Ave,Boston,2127.0,488 Dorchester Av,Boston,2127.0,39653.0,7896.0,47549.0,Multifamily Housing,"Multifamily Housing (37542),Parking (7896),Retail Store (2111)",1443714.2,,36.4,618058.0,32825.06,241986.0,47080.796,,,,,,,,,,,,,,,,,,,,,,23.65,79905.856,in compliance,2030.0,Unsure,No,No,No,No,No,,
100178,1000036000,49 WORTHINGTON STREET BOSTON LLC,49 Worthington St,Boston,2120.0,49 Worthington St,Boston,2120.0,26125.0,,26125.0,Multifamily Housing,Multifamily Housing (26125),2157890.1,92.0,82.6,1804299.4,95826.341,103631.5,20162.545,,,,,,,,,,,,,,,,,,,,,,80.4,115988.886,in compliance,2025.0,Unsure,No,No,No,No,No,,
100179,1400116000,50 CEYLON STREET LLC,50-80 Ceylon St,Boston,2121.0,50 Ceylon St,Boston,2121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100180,602670450,50 LIBERTY LLC,,Boston,2210.0,50 Liberty Dr,Boston,2210.0,283580.0,71569.0,355149.0,Multifamily Housing,"Restaurant (17597),Office (13166),Multifamily Housing (252817),Parking (71569)",,,,18216437.1,967474.974,3554961.9,691653.387,,,,,,,,,,,,,,,,,,,,,,15.32,1659128.361,in compliance,2025.0,Yes,No,No,Yes,No,Yes,,
100181,401567000,HENRY CONDOMINIUM TRUST,50 Symphony Rd,Boston,2115.0,50  44 Symphony Rd,Boston,2115.0,24500.0,4500.0,29000.0,Multifamily Housing,"Multifamily Housing (24500),Parking (4500)",1017800.9,94.0,41.5,422096.4,22417.54,174591.0,33968.425,,,,,,,,,,,,,,,,,,,,,,17.96,56385.965,in compliance,2030.0,Unsure,No,No,Yes,No,No,,
100182,401092000,500 BOYLSTON & 222 BERKELEY,500 Boylston St,Boston,2116.0,500 Boylston St,Boston,2116.0,761594.0,250368.0,1011962.0,Office,"Office (761594),Parking (250368)",35520292.0,78.0,46.6,,,10410402.1,2025447.833,,,,,,,,,,,,,,,,,,,,,,10.17,2025447.833,in compliance,2025.0,No,No,No,No,No,No,,
100183,401096000,500 BOYLSTON & 222 BERKELEY,222 Berkeley St,Boston,2116.0,222 Berkeley St,Boston,2116.0,551775.0,172800.0,724575.0,Office,"Restaurant (7215),Office (520765),Bank Branch (11847),Supermarket/Grocery Store (11948),Parking (172800),Fast Food Restaurant (0),Retail Store (0)",32461181.4,70.0,58.8,2532370.9,134494.218,8751409.9,1702674.31,,,,,,,,,,,,,,,,,,69000.0,5120.49,,,5.64,1842289.018,in compliance,2025.0,No,No,No,No,No,No,,
100185,2003386000,5165 WASHINGTON STREET LLC,5165 Washington St,Boston,2132.0,5169 Washington St,Boston,2132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100186,303870000,53 STATE PROPERTY LP,43-65 State St,Boston,2109.0,43  65 State St,Boston,2109.0,1223347.0,37922.0,1261269.0,Office,"Restaurant (3599),Office (1216494),Bank Branch (0),Convenience Store without Gas Station (0),Parking (37922),Fitness Center/Health Club/Gym (3254)",55383159.4,87.0,45.3,,,12094519.7,2353109.753,,,,,,14116658.2,937346.104,,,,,,,,,,,,,,,7.21,3290455.857,in compliance,2025.0,No,No,No,Yes,No,Yes,,
100187,1302095000,54 PLEASANT STREET CONDOMINIUM TRUST,54 Pleasant St,Boston,2125.0,54 Pleasant St,Boston,2125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100188,601509010,5514 D STREET 320 BOSTON LLC,,Boston,2127.0,320 D St,Boston,2127.0,259607.0,,259607.0,Multifamily Housing,"Multifamily Housing (259607),Parking (89250)",8881720.8,97.0,34.2,4172268.9,221589.201,1380261.4,268543.658,,,,,,,,,,,,,,,,,,,,,,24.18,490132.859,in compliance,2025.0,Unsure,No,No,No,No,Yes,,
100189,601520004,5515 D STREET 339 BOSTON LLC,339 D St,Boston,2127.0,339 D St,Boston,2127.0,41760.0,8400.0,50160.0,Multifamily Housing,"Multifamily Housing (41760),Parking (8400)",765957.2,100.0,18.3,312412.9,16592.249,132926.2,25862.121,,,,,,,,,,,,,,,,,,,,,,30.52,42454.37,in compliance,2030.0,Unsure,No,No,No,No,No,,
100190,2202338000,"5521 - 4, 8, 12 ELKO STREET",4-12 Elko St,Boston,2135.0,4  12 Elko St,Boston,2135.0,36294.0,,36294.0,Multifamily Housing,Multifamily Housing (36294),2428097.9,89.0,66.9,2333372.8,123925.429,27762.3,5401.433,,,,,,,,,,,,,,,,,,,,,,35.78,129326.862,in compliance,2025.0,Unsure,No,No,No,No,No,,
100192,701483000,5528-1410 COLUMBIA ROAD  BOSTON LLC,1410 Columbia Rd,Boston,2127.0,423  435 E Eighth St,Boston,2127.0,147560.0,,147560.0,Multifamily Housing,Multifamily Housing (147560),9166685.6,67.0,62.1,5060382.0,268756.888,1203488.7,234150.761,,,,,,,,,,,,,,,,,,,,,,33.87,502907.649,in compliance,2025.0,Unsure,No,No,Yes,No,No,,
100193,501221000,5538-12-14 COMMONWEALTH AVENUE BOSTON MA LLC,12-14 Commonwealth Ave,Boston,2116.0,12  14 Commonwealth Av,Boston,2116.0,38080.0,,38080.0,Multifamily Housing,Multifamily Housing (38080),1729396.8,87.0,45.4,488525.8,25945.605,363678.5,70757.289,,,,,,,,,,,,,,,,,,,,,,21.88,96702.894,in compliance,2025.0,Unsure,No,No,No,No,No,,
100194,1301345000,554 COLUMBIA ROAD LLC,554-562 Columbia Rd,Boston,2125.0,554  562 Columbia Rd,Boston,2125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,A request for reassessment of building size is under review by the Boston Assessing Department. Final BERDO coverage status remains contingent upon the outcome.
100195,1401292000,56 BOWDOIN AVE LLC,56-58 Bowdoin Ave,Boston,2121.0,56  58 Bowdoin Av,Boston,2121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100196,504285000,56-58 QUEENSBERRY LLC,56 Queensberry St,Boston,2215.0,58  56 Queensberry St,Boston,2215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100197,504285000,56-58 QUEENSBERRY LLC,58-56 Queensberry St,Boston,2215.0,58  56 Queensberry St,Boston,2215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100198,1102704000,58 TO 76 STONLEY ROAD LLC,76 Stonley Rd,Boston,2130.0,76 Stonley Rd,Boston,2130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100200,301611000,60 CANAL OWNER LLC,60 Canal St,Boston,2114.0,155 Friend St,Boston,2114.0,49336.0,,49336.0,Office,Office (49336),2494607.4,83.0,50.6,1263800.0,67120.418,360729.0,70183.434,,,,,,,,,,,,,,,,,,,,,,20.98,137303.852,in compliance,2025.0,No,No,No,No,No,No,,
100201,504294000,60 CANAL OWNER LLC,,Boston,2215.0,59  75 Queensberry St,Boston,2215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100203,602678701,BRE-BMR CONGRESS LLC,601 Congress St,Boston,2210.0,601 Congress St,Boston,2210.0,446760.0,97620.0,544380.0,Financial Office,"Data Center (7680),Financial Office (439080),Parking (97620)",25375586.4,,56.8,10974584.0,582860.156,4220692.4,821177.913,,,,,,,,,,,,,,,,,,,,,,6.01,1404038.069,in compliance,2025.0,No,No,No,Yes,No,Yes,,
100204,503936000,601 NEWBURY ST LLC,595-603 Newbury St,Boston,2215.0,603  595 Newbury St,Boston,2215.0,24300.0,,24300.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse (24300),0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,in compliance,2030.0,Unsure,No,No,No,No,No,,
100205,100440010,605 CHELSEA LLC,,Boston,2128.0,605 Chelsea St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100206,202158010,610 RUTHERFORD AVENUE LLC,,Boston,2129.0,610 Rutherford Av,Boston,2129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100207,602076010,616 EAST FOURTH STREET,616 E Fourth St,Boston,2127.0,616 E Fourth St,Boston,2127.0,11526.0,,11526.0,Multifamily Housing,Multifamily Housing (11526),835821.3,55.0,72.5,291000.0,15455.01,159678.0,31066.952,,,,,,,,,,,,,,,,,,,,,,32.42,46521.962,in compliance,2030.0,Unsure,No,No,No,No,No,,
100208,603612000,621 EAST FIRST STREET CONDOMINIUM TRUST,621 E First St,Boston,2127.0,621 E First St,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100209,601166156,63 MELCHER STREET LLC,,Boston,2127.0,63 Melcher St,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
100210,603901000,64 G STREET REVOCABLE TRUST,933 E Second St,Boston,2127.0,933 E Second St,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100211,501413000,66 BEACON STREET HOLDINGS  LLC,65-66H Beacon St,Boston,2108.0,65 66H Beacon St,Boston,2108.0,28800.0,,28800.0,Multifamily Housing,"Multifamily Housing (21637),Retail Store (7163)",2769871.3,,96.2,2008581.0,106675.737,223121.4,43410.5,,,,,,,,,,,,,,,,,,,,,,33.78,150086.237,in compliance,2030.0,Unsure,No,No,No,No,No,,
100212,602750035,BP3-BOS9 7 CHANNEL STREET LLC,,Boston,2127.0,7 Channel Center St,Boston,2127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
100213,602674250,7 TIDE LLC,,Boston,2210.0,7 Tide St,Boston,2210.0,36000.0,,36000.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse (36000),1786505.8,11.0,49.6,424299.0,22534.52,399240.0,77676.134,,,,,,,,,,,,,,,,,,,,,,6.94,100210.654,in compliance,2025.0,Unsure,No,No,No,No,No,,
100214,103859000,70 BREMEN CONDOMINIUM TRUST,70 Bremen St,Boston,2128.0,70 Bremen St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
